title,score,genres,episodes,synopsis,popularity,members,studios,year
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,6.29,"['Adventure', 'Drama', 'Slice of Life', 'Historical']",2.0,A summary of the Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone full ser,17864,500,['Nippon Animation'],
Kakinoki Mokkii,5.41,"['Fantasy', 'Kids']",1.0,A persimmon tree wants to grow more fruit and a crow wants to get over his fear of flying. They end up working together to ,17863,499,['add some'],
Nanocore 2016 Xinnian Tebie Ban,5.41,['Music'],1.0,A special Nanocore vide,17867,499,['add some'],
Heroes Don't Bi-Bi,6.05,"['Action', 'Fantasy']",13.0,The series takes place on a parallel world filled with superhumans. Allegiances are formed b,17873,499,['Vasoon Animation'],
Koisuru Niwatori,5.25,"['Music', 'Kids']",1.0,"A lovesick hen directs her attention to an unlikely recipient.

Music video of a song by Taniyama Hiroko. Featu",17879,499,['add some'],
Mighty Thor: Battle Royale,4.93,"['Fantasy', 'Parody']",1.0,"In an alternate Azeroth, Thor and Loki have decidedly more Japanese names and face Ohera-san's (Hela) destructive wrath in what looks like ancient Japan. In reality, it's a silly short to promote the release of Thor: Ragnarok, titled Mighty Thor: Battle Royale",17880,499,['add some'],
Minion,5.47,"['Fantasy', 'Slice of Life', 'Music']",3.0,Minion works by Rabbit MACHINE and Tsubura are aesthetic ,17881,499,['add some'],
Controller of Controller,5.41,"['Avant Garde', 'Comedy', 'Music', 'Racing']",1.0,A video game character finds ,17883,499,['add some'],
Qiezi Mabo Forever,4.69,['Music'],1.0,Music video directed by Densuke28 for Qiezi Mabo Forever (Fried Chicken Mix) by Qiezi Mabo in his alb,17892,497,['add some'],
Kirari Kagayaku,6.17,"['Romance', 'Music']",1.0,"Tekken is the tourism ambassador for Omachi in the Nagano Prefecture. It is his home town. The short is a story based on men's and women's romance set within the city and features the Shinano-Omachi Station, the Omachi hot springs village, the Omachi Mountain Museum, etc.

Tekken stated to Oricon News that it took him 3 months to write the story. The film conta",17890,498,['add some'],
Mahou Shoujo Diana,5.53,"['Comedy', 'Fantasy', 'Ecchi', 'Mahou Shoujo']",1.0,Originally released on VHS at the 5,17891,498,['add some'],
Bastions,5.48,"['Action', 'Comedy', 'Music', 'Super Power']",5.0,"The five-part series, which utilizes a 3D animation style, follows a group of superheroes in a world where they must compete for popularity as they achieve worldwide notoriety for unmasking a villain who posed an environmental ",17884,496,['add some'],2023
The Golden Iron Man,5.31,"['Action', 'Adventure', 'Mythology', 'Super Power', 'Kids']",1.0,The titular hero sets out on a,17887,497,['add some'],
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,5.5,"['Educational', 'Kids']",1.0,"Free video hosted by Tokyo neighbourhood to protect kids from ""b",17903,496,['add some'],
"Lies, Lies.",5.11,['Music'],1.0,Drea,17894,494,['add some'],
Tokyo Fantasia,5.44,"['Avant Garde', 'Music']",1.0,"A musical animated film by G9+1, a group of veteran animators. It won the",17905,497,['add some'],
Dream-Eating Monochrome Baku,5.67,"['Music', 'Mythology']",1.0,"This song deals with the Japanese mythological creature, the Baku. Baku's are known to devour the nightmares/dreams of human beings. In this song the baku is portrayed by Len. Here, he entices an innocent girl who has trouble sleeping by taking away her bad dreams. He also ""seals the spell"" with a pinky promise and then later a kiss. In the end, ""when the full moon rises"" he steals her soul and takes her empty body to his ""monochrome world.""",17906,497,['add some'],
Onami,4.92,['Music'],1.0,"Music video for Neons' song Onami,",17899,497,['add some'],
Miracle,6.16,"['Avant Garde', 'Music']",1.0,"Music video directed by Shunji Iwai for the song Miracle by illion, Youjirou Noda's solo pro",17896,497,['add some'],
Kowasugimasu.,4.84,"['Comedy', 'Horror', 'Music']",1.0,A bizarre short anim,17893,497,['add some'],
Extreme Hearts SxSxS,5.82,['Comedy'],13.0,Mini anime/picture drama of Extreme Hearts released on the official Youtube channel featuring side stories of characters and,17902,497,['Seven Arcs'],
After-School Emotion,5.48,['Music'],1.0,Official music video for the song After-School Emotion by the fictional band Irodorimidori. It is the 55th song in the Irodorimidori franchise and focuses on Serina A,17900,497,['add some'],
Drive Car,4.93,"['Avant Garde', 'Music']",1.0,Official music video for Keigo Iwase,17914,495,['add some'],
Ryuusatsu no Kyoukotsu,5.62,['Fantasy'],1.0,,17907,496,['Tsumugi Akita Animation Lab'],
Saboten ga Nikui,5.06,"['Comedy', 'Music', 'Kids']",1.0,A dung beetle and a scorpion among others are taunted and teased by some cacti. A stop motion animation with song by Yamada Kuniko for ,17908,495,['add some'],
Otogi no Kuni no Birthday,5.04,"['Music', 'Kids']",1.0,Animated music video of a single releas,17913,496,['add some'],
Selector Loth WIXOSS,6.41,"['Suspense', 'High Stakes Game', 'Music']",1.0,Special PV released to commemorate the 10th anniversary of selector infected WIXOSS depicting the original cast as adults with callbacks to the origi,17909,496,['J.C.Staff'],
Muri Muri Evolution,6.79,['Music'],1.0,"Music video for the song Muri Muri Shinkaron by Akari Nanawo. The song was used as the opening theme of the anime Watashi ga Koibito ni Nareru Wake Nai jan, Muri ",17911,496,['add some'],
Missing You,6.03,['Drama'],1.0,"Satomi Maiya's graduate work at the Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation. A mother secretly threw a letter written by her daughter into the snow-covered ocean. The suspicious daughter follows her mother by snea",17922,495,['add some'],
Ake-Vono,5.23,"['Avant Garde', 'Music']",1.0,Music video directed by Kouhei Yoshino for the song Ake-Vono by Japanese ,17917,495,['add some'],
Mister Jewel Box,6.58,['Music'],1.0,No synopsis information has been added to this title. Help improve our database,17927,495,['add some'],
Tensei Mae no Ryouma to Tabuchi,5.78,"['Comedy', 'Workplace']",20.0,A series of shorts showcasing the office life of Ryouma before reincarnation ,17924,495,['AQUA ARIS'],
Santa Tell Me,5.97,['Music'],1.0,A collaboration between Chiikawa and Ariana Grande featur,17919,495,['Doga Kobo'],
Paper Rabbit Rope,5.6,"['Comedy', 'Slice of Life']",2.0,"Two ONA specials of Kamiusagi Rope.

Feng Shui: Rope and Akira run into their friend's mother.

Undou Shinkei: Akira and Rope tries flying a kite, although i",17926,495,['add some'],
Message Song,5.39,"['Music', 'Kids']",1.0,A lively Christmas song from Pizzicato,17929,493,['add some'],
Tobiuo no Boy wa Byouki desu,6.23,"['Fantasy', 'Historical', 'Kids']",1.0,"An anime about Operation Castle and the demise of the crew on the Daigo Fukuryuu Maru (S.S. Lucky Dragon 5). On March 1st 1954, a hydrogen bomb went off (that ended up being similar sized to the atomic bomb dropped on Hiroshima). The radioactive ash fell on the crew, poisoning them.
The anime deviates into fantasy as the ash also affected the marine life--that talk and wear human clothing and is the main focus of the movie; how the radioactive ash",17939,493,['add some'],
Martial Inverse,6.47,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",30.0,"On the Tianwu Continent, the powerful dominated the weak. Feng Hao, the young master of the Feng family, possessed a rare physique but was wrongly labeled as talentless and worthless. As a result, he was frequently mocked and belittled. However, a fateful encounter altered the course of his life and destiny. Through an extraordinary process, he infused his body with rare gemstones, eventually attaining unmatched strength. This transformation set him on a journey to master the void and explore the f",17940,494,['add some'],
Screw,4.48,['Avant Garde'],1.0,,17937,494,['add some'],
Sasurai Zou-san,5.01,"['Avant Garde', 'Music']",1.0,Shor,17936,493,['add some'],
Mashiro Witch - Midnight Marchen,5.66,['Strategy Game'],1.0,The 3DCG animated opening for Square Enix's Mashiro Witch RPG mobile game expec,17945,493,['add some'],
Boku wa Mada 7-sai Datta,6.12,['Music'],1.0,Music video for the band Lukas Graham's song 7 Years in,17948,493,['pH Studio'],
Kinnikuman no Koutsuu Anzen,5.88,"['Action', 'Educational', 'Martial Arts', 'Kids']",1.0,A traffic safety film starring the Kinnikuman cast. This short was also included on the Kinnikuman Complete DVD-Box Set B,17944,492,['Toei Animation'],
"Dear. Mr ""F""",6.4,['Music'],1.0,Music video for the song ,17950,493,['add some'],
Shounen Sunday CM: Major,5.49,"['Sports', 'Shounen']",1.0,Major television commercial for t,17941,493,['add some'],
Shounen Sunday CM: Tenshi na Konamaiki,5.48,"['Comedy', 'Romance', 'Magical Sex Shift', 'Shounen']",1.0,Tenshi na Konamaiki television commercial for t,17942,493,['add some'],
Go-hiki no Kozaru-tachi,5.15,['Mythology'],1.0,A short puppet animation m,17951,493,['add some'],
Bucket no Ana,4.67,['Music'],1.0,A music video for the song by Kazuo Kumakura and NHK Tokyo Children's Choir that was featured on N,17949,493,['add some'],
Tsukiyomi,5.33,['Music'],1.0,"A music video for the Phatmans After School song ""Tsukiyomi"", which was used as an ending theme for the Yozakura ",17943,493,['add some'],
Potecco Babies (2011),5.31,['Comedy'],12.0,Anime about p,17966,492,['Shin-Ei Animation'],
The Snow Queen,5.65,['Fantasy'],1.0,A stop-motion adaptation of Hans Christian,17960,492,['add some'],
Genki-kun no Christmas @ Tokyo-eki,4.79,['Slice of Life'],1.0,An animated video made in cooperation wit,17955,492,['add some'],
Tayo the Little Bus Season 2,5.67,['Kids'],26.0,The secon,17963,488,"['Iconix Entertainment', 'Studio Gale']",2011
Be Rockin',5.21,['Music'],5.0,"---- A guitar has been a friend since he was a child.

---- If he has as guitar, he was happy.

A guitarist Shun, who has been swallowed by the huge vibration of rock & roll, is around by it and always feels ""thirst"" in his daily life.

--- ""How can I express myself through music?""

Ignoring his concerns, he is announced by his business company that he will be transferred to the Shanghai office. His colleague and girlfriend Kaori is very pleased with his opportunity. ""It would be an ordinary life but it won't be bad building a happy life with her....""

Just as he is thinking about his new life, Shun meets a mysterious girl name Kyoko. She made her an idol debut in the past, but she disappeared from the show business because she couldn't stand being an idol anymore. Like Shun, she started to think how she can express herself through music.

The two has met by chance. ""You shouldn't stay here!"" Kyoko's advice moved him greatly. What has occurred between Kyoko and a veteran guitarist Terada? Which should Shun must take, ""an ordinary happy life"" or the ""unforeseen future?"" Kaori worries about her boyfriend Shun.

What will happen between them? ...and the story reaches to the climax.

People don't live to comfort each other. Life is to insist ourselves to each other and express ""something"" that born by the confrontation even if we hurt someone. And even if that ""something"" seems like a ""spiral."" When Shun and Kyoko know that they had a same feeling, a new ""What if...?"" appears in their mind",17952,492,['Anon Pictures'],
Natsu no Uta,6.37,"['Comedy', 'Anthropomorphic', 'Music']",1.0,Music video for the song Natsu no Uta by Uchikubi Gokumon Doukoukai. This clip is about a penguin that dea,17964,492,['Craftar Studios'],
Journey,6.67,['Music'],1.0,Music video for the song Journey. This track was made to commemorate the second anniversary of the Project SEKAI COLORFUL STAGE! feat,17962,491,['add some'],
Alibi Bunny,6.3,['Music'],1.0,Music video for the song Ii,17961,492,['OTOIRO'],
Nekokaburi na,6.67,['Music'],1.0,Music video for the song Nekoka,17969,491,['Qzil.la'],
Kitty to Mimmy no Happy Birthday,5.91,"['Fantasy', 'Kids']",1.0,It's Kitty and Mimmy's birthday but no one seems to care. What surprise waits for ,17967,491,['add some'],
Santa & His Reindeer Kuppi,5.87,"['Fantasy', 'Kids']",1.0,Santa is having a race to determine the ten reindeer who will pull his sleigh that year. Kuppi is a young reindeer who wants more than anything to pull Santa's slei,17975,491,['add some'],
Kobutori (1957),5.32,[],1.0,A short puppet animation mo,17968,491,['add some'],
Petit Manga,4.44,['Avant Garde'],1.0,A short ,17971,491,['Takun Manga Box'],
Soushoku Dragon Chokotto,5.96,"['Adventure', 'Comedy', 'Fantasy']",12.0,No synopsis information has been added to this title. Help improve our database,17976,491,['Starry Cube'],
Azur Lane Avengers!,5.94,"['Action', 'Comedy']",1.0,An April ,17973,491,['add some'],
Tokyo Cosmo,5.78,"['Fantasy', 'Slice of Life']",1.0,This five-minute video tells the simple tale of a young woman imagining her normal life being a bit more ext,17978,490,['add some'],
Telecaster B-Boy,6.58,['Music'],1.0,Music video animated by coalowl for the song Telecaster B-Boy by Su,17977,489,['add some'],
Manga de Wakaru! Fate/Grand Order Tankoubon CMs,5.57,['Comedy'],3.0,Short commercials released on FGOs official YouTube channel that will tel,17979,490,['add some'],
Tatakae! Chou Robot Seimeitai Transformers Victory Soushuuhen,5.75,"['Sci-Fi', 'Mecha']",6.0,"Six recap episodes of Tatakae! Chou Robot Seimeitai Transformers Victory released straight to home-video after the main anime finished airing on national Japanese TV. Sometimes they are are labeled as episode 39-44. 

The first of these recaps was not included on Pioneer's DVD re-release in 2003 but the others are. The final ep of these recaps also uses footage from Transformers Headmasters and Transformers: Choujin Master Force into the narrative, most of which are repurposed as new events occurring concurrently with the story",17990,489,['add some'],
"Iro wo Shiru Tabi, Sekai ga Hiroku Naru",5.76,"['Slice of Life', 'Workplace']",2.0,No synopsis information has been added to this title. Help improve our database,17991,489,['CloverWorks'],
Duck's Little Adventure,5.9,"['Adventure', 'Slice of Life']",1.0,No synopsis information has been added to this title. Help improve our database,17982,489,['add some'],
Idol Land PriPara Episode 0,6.65,"['Idols (Female)', 'Music']",1.0,"PriPara is undergoing a new system update, and everyone is gathered at PriPara to watch as it updates. However, an unexpected error occurs, and all PriPara store locations have disappeared as well as the PriPara memories of any idol who was outside o",17987,489,['add some'],
Midnight Mission,6.85,"['Supernatural', 'Music']",1.0,Music video for the song Midnight Mission b,17993,489,['add some'],
Lu Ling,6.09,['Kids'],1.0,"An old man and his grand daughter rescued an injured young deer. The girl and the young deer would develop a close relationship. After the recovery, the deer returned to the wild. Feeling sad the girl put a bell on the deer. Disappearing into the mountain valley, the deer's bell continues to ",17992,489,['add some'],
I'm Stuck!!: Life of the Dead,4.95,"['Comedy', 'Horror']",4.0,Spin-off ,17986,489,['Studio Binzo'],
Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei,5.82,"['Comedy', 'Sports', 'Team Sports']",1.0,No synopsis information has been added to this title. Help improve our database,17985,489,['Tokyo Movie Shinsha'],
Sam to Chip no wa Hachamecha Dai Race,5.35,"['Racing', 'Kids']",1.0,"The Hari Hari Island Adventure Rally is just about to start! Hello Kitty, Keroppi, and other Sanrio favorites have gathered in fantastical cars for an endurance race around the island’s many obstacles. Sam and Chip think their vehicle has what it takes to win the checkered flag, but after a late start and a few unfortunate accidents, can this plucky duo survive the odds and pull off a victory?

",17989,488,['add some'],
Kudan,6.23,"['Award Winning', 'Fantasy']",1.0,"As oppose to the mythological creature Minotaur, a monsters of western culture, a Japanese monster Kudan has a human head and the body of cow. Kudan is born from female cow. It speaks human language, predicts significant incidents such as war or disaster and dies in three days. This story is about a man who is accidentally transformed into a Kudan.

",17994,487,['add some'],
Happy Kappy Recap,5.56,"['Comedy', 'Fantasy', 'Shoujo']",1.0,Recap episode aired b,17999,488,['add some'],
Ganso Banana no Tamashii,4.78,"['Music', 'Kids']",1.0,Short stop-motion music video about a banana that was featur,17998,488,['add some'],
The Star Seekers: Hoshi wo Ou Shounen-tachi,6.13,"['Action', 'Fantasy']",1.0,No synopsis information has been added to this title. Help improve our database,18002,488,['CloverWorks'],
Bug,4.56,['Avant Garde'],4.0,Promotional web videos directed by Densuke28 to showcase the 2019 Spring & Summer line for Jap,17997,488,['add some'],
Something Lost,5.64,"['Fantasy', 'Music']",1.0,"A story about a  girl who is lost
looking for her identity in the wild.
In the end she finds herself.

Takuji Miyamoto directed and animated this short with music by sooogood!.
Short film created with the idea of ""What do people feel when they visit the rich  and grand nature of Hokkaido?""

This short is currently being played at New Chitose Airport's International Terminal meeting space ""Digital S",18000,488,['Orange'],
Bite! Kamu! Bite!,6.47,"['Idols (Female)', 'Music']",1.0,Music video for the original song Bite! Kamu! Bite! by Hako,17996,488,['add some'],
Pokémon Sleep CMs,6.0,"['Fantasy', 'Slice of Life']",,Animated com,17995,488,"['Shirogumi', 'Polygon Pictures', 'Ijigen Tokyo']",
Turning Mecard W: Vandyne's Secret,5.94,"['Adventure', 'Mecha', 'Racing', 'Strategy Game', 'Kids']",6.0,"It follows the fan favorite character Vandyne as his hidden secrets are revealed. Unlike the Turning Mecard R reboot, which exclusively uses 3DCG visuals, this series is like the earlier entries and is animated with 2D and 3D visuals.

The mini-series is part of a new promotional campaign from Sono Kong. The Korean toy manufacturer will launch four new mechanimals this month at retai",18008,485,['add some'],2017
Teeter,5.96,['Music'],2.0,"Keina Suda's 1st EP titled ""teeter"" will have a limited edition release bundled with a DVD that contains 2 animated items on December 16, 2019. First is the official music video for mock animated by Avogado6 (a short version was also released on Suda's official YouTube channel). Second is the official music video for Dolly animated by Avogado6  (it was also released on Suda's",18006,487,['add some'],
TOMORROW EViDENCE,6.22,"['Idols (Male)', 'Music']",1.0,Music video for IDOLiSH7's performance at BLACK o,18007,487,['add some'],
Nezumi no Yomeiri,5.63,"['Fantasy', 'Kids']",1.0,"A mouse father seeks the ideal strong husband for his beloved daughter. He goes to talk to the strongest elements. But even the Sun is block by Cloud, and Cloud is moved by Wind, and Wind can't even move the house by an inch no matter how much it blows. Will he ever find a suitabl",18011,487,['Toei Animation'],
Submarine Cassiopeia,4.69,['Avant Garde'],1.0,"Experimental animation by Manabe Hiroshi, member of the Animation Sannin no Kai pioneer grou",18004,487,['add some'],
Ame no Bus Stop-hen,4.64,['Music'],1.0,A music video for Hajime Nikiyoshi's ,18014,487,['add some'],
Love and Fever,5.88,['Music'],1.0,"Music video for ""Love and Fever"" by Kenshi Yon",18009,487,['add some'],
Zoojazoo “My Stomach”,4.9,['Music'],1.0, (360° VR) An,18024,485,['add some'],
Amaryllis,4.8,['Music'],1.0,"The final nine measures of the first ballet, labelled ""Le son de la clochette auquel Circé sortit de son jardin"" (the sound of the bell at which Circe leaves her garden), contain a tune that forms the basis of a nineteenth-century arrangement by Henry Ghys, which the latter mistakenly attributed to the air ""Amaryllis"" composed by Louis XIII. In Japan, this arrangement was given Japanese lyrics and introduced as ""Amaryllis"" on NHK's Minna no Uta series in 1968. The tune has since become well known as a French folk song there and its melody can be heard today as a chime signaling the hour over the PA systems of some schools and rural municipalities",18016,486,['add some'],
Rokudou Juku,4.8,['Music'],1.0,"A televised commercial for Rokudou Juku, a cram school i",18020,486,['add some'],
Clear Weather,5.45,['Music'],1.0,"An original song by Orangestar featuring the Vocaloid IA, animated by Waboku.

This song was initially featured in the album Re:Start with Hatsune Miku as the vocal, and was r",18026,486,['add some'],
Last Of Me,6.21,"['Action', 'Fantasy', 'Music']",1.0,"Music video for Chapter 6, based on the final fight between R",18029,486,['add some'],
Super Taekwon V,5.35,"['Sci-Fi', 'Mecha']",1.0,The sixth movie in the popular Korean mo,18022,486,['add some'],
Jam the Housnail,5.89,"['Adventure', 'Kids']",15.0,"Claymation series about a family of ""housnails"" (portmanteau of house and snail) focusing on Jam, the elemen",18025,486,['Robot Communications'],
Eat You Up/Bunny,5.21,['Music'],1.0,An animated music video for Mama Guita,18017,486,['add some'],
Nekko-kun,5.04,"['Music', 'Kids']",1.0,A cute clip for Minna no Uta. It is about a tree named Ne,18031,484,['add some'],
Rainbow Mountain,5.61,"['Adventure', 'Fantasy', 'Kids']",1.0,"Three friends find themselves on an adventure to Rainbow Mountain, a magical place where the first rainbow is said to have been created. However, getting to the top of the mountain requires courage and perseverance in t",18033,483,['Toei Animation'],
The Strong Bridge,5.45,['Kids'],1.0,A shor,18034,485,['add some'],
Kana Kana Kazoku: Shinnen no Goaisatsu,4.88,['Comedy'],1.0,A New Year's special for Kana Kana Kazok,18030,485,['DLE'],
Fin-tan,5.16,['Comedy'],3.0,"Fin-tan, the popular twitter character of the Embassy of Finland in Tokyo, gets a new life as an anime hero in a novel promotion of the centennial of the Finni",18035,485,['Kenji Studio'],
Genki-kun no Oshougatsu @ Tokyo-eki,4.88,['Slice of Life'],1.0,An animated video made in cooperation wit,18036,485,['add some'],
Roto Spread,5.47,['Music'],1.0,Short animation directed by Yoko Kuno featuring,18038,485,['add some'],
Sema Kuruoshii Ie,5.11,['Horror'],1.0,A web commercial by for the Sema Kuruoshii Ie horror attrac,18039,485,['add some'],
Swan,5.24,['Music'],1.0,"Official music video for Swan by the band Nabowa for their their 5th album titled ""Drawings"" being released on August 23, 2017. The son",18046,483,['add some'],
Nosferatu,4.97,"['Avant Garde', 'Music']",1.0,Official music video for Kindan no ,18055,484,['add some'],
"Taka no Tsumedan Yoshida Presents ""Sengoku Taiga"" no Susume",5.42,"['Comedy', 'Parody', 'Samurai', 'Video Game']",1.0,A collaboration between Eagle Talon and the mobile game Sengoku Taiga. Yoshida is playing the game and suddenly becomes Yukimura while the Chancellor becomes Ieyasu. Yoshida explains the game mechanics and Chancellor is ecstatic that Yoshida's advice for battle tactics help him defeat Deluxe Fighter's character in the game. Yoshida continues to talk about a special event running from Ap,18047,484,['add some'],
365-nichi no Love Song,5.53,"['Music', 'Kids']",1.0,Music video for the song 365-nichi no Love Song by Japanese singer-songwriter Mayo Okamoto that was featured on BS Fuji's Be Ponkickies (P-kies) program as part of the Be Pon Melody segment (P-kies Melody). The video was animated by Kouji Nanke. It was also posted on Crown Records' YouTube channel a year later to promote Okamoto's eleventh studio album Tomorrow t,18056,484,['add some'],
Lengxue Kuang Yan,6.88,"['Action', 'Fantasy']",1.0,Sequel film ,18051,482,['add some'],
Snack Time!,5.67,['Comedy'],12.0,Chocosanji is NIJISANJI's first full-scale 3D animation video content where fans can catch snippets of the daily lives and shenanigans of their favorite NIJISANJI V,18058,484,['add some'],
Soirée,6.63,['Music'],1.0,Music video for the song S,18045,484,['add some'],
Who's That?,5.39,['Kids'],1.0,"A series of ten short stories featuring anthropomorphic animals animated with yarn by Tadanari Okamoto, and music by Yasuo Higuchi.  ""Looking at the mischiefs and soldiers in the story, the kids themselves can be kind, kind, beauty, miserable, I hope to discover something, I cr",18057,483,['add some'],
Youkai Ninpouchou Jiraiya!,5.18,"['Action', 'Comedy']",1.0,A promotional video for the manga of the same name. Premiered at Anime Japan 2015 and was subsequently released on Bandai Namco's YouTub,18049,484,['add some'],
Magical Music Train,4.67,['Music'],1.0,A music video for Rag Fair's ,18052,484,['add some'],
Kura Sushi,5.71,['Slice of Life'],2.0,"A recruitment video/commercial commissioned by Kura Corporation, a Japanese sushi restaurant chain that specializes in conveyor belt sushi. The first episode is a young man trying his best to work hard at his new full time job. The second episode focuses on teenagers working there part time (and the young man from the previous episode has now become the ",18068,483,['add some'],
KAIJYU,5.41,['Music'],1.0,"Official music video for Kaisoku Tokyo's song Kaijuu also released on their ""music station"" album. The video style is a ho",18066,483,['add some'],
Breathless,4.59,"['Avant Garde', 'Music']",1.0,Official music video for Kindan no Tasuketsu',18067,483,['add some'],
Aishiteru (2010),5.1,"['Romance', 'Music']",1.0,Music video by Kouki Tange and YELLOW BRAIN for the song Aishiteru by Monkey Majik in their three-song album under the same name. It features a blend of,18059,483,['add some'],
Bookmark of Demise,6.11,"['Mystery', 'Supernatural', 'Music', 'School']",1.0,"Music video of Shuuen no Shiori published originally online on Niconico, whose song was include",18063,483,['add some'],
Monochro∞Blue Sky,5.76,['Music'],1.0,"MMD music video for the song Monochro∞Blue Sky by Noboru↑-P, featuring Hatsune Miku. The song was included on Farm Records' Vocaloid compilation alb",18071,483,['add some'],
Fire Emblem Heroes: Askr Ambience - A Day With Eir,5.78,"['Fantasy', 'Slice of Life', 'Iyashikei']",1.0,Enjoy the ambience as Eir and some other Fire Emblem,18062,483,['Volca'],
Cynical Hysterie Hour: Trip Coaster,5.6,"['Comedy', 'Slice of Life']",1.0,"No synopsis has been added for this series yet.

Click here ",18061,482,['add some'],
Momotarou (Music),4.89,['Music'],1.0,The music video for Suiyoubi no Cam,18070,483,['add some'],
Tapuri Card x Kaijuu Sakaba Kanpai,5.1,['Comedy'],2.0,A collaboration between Kaijuu Sakaba Kanpai! and Tapuri promoting the Tapuri Card which is a prep,18064,483,['DLE'],
Chein Kuro-Nikuru!! Kanketsu-hen,5.64,"['Comedy', 'Parody']",1.0,Unaired Final Episode of Chein Kuro-Nikuru!! included in Chain Chronicle: Haecce,18060,483,['Studio PuYUKAI'],
Majin Sentai Death Ranger: Ubawareta Pudding!,4.51,"['Action', 'Comedy']",1.0,Stop-moti,18074,482,['Studio Binzo'],
Truth in Lies,6.94,"['Music', 'Space']",1.0,"Music video for the song Uso ja Nai by ZUTOMAYO. 

The song was used as an ending for the anime movie Su",18079,482,['studio ALBLE'],
Screechers Wild!,5.9,"['Action', 'Adventure', 'Racing']",40.0,"Bang! One day, the Universe exploded! The explosion produced a number of light crystals which scattered in the Earth and became energy coins. Some energy life entities also came to the Earth and existed as mini cars to chase light crystals. Once those mini cars grasped light crystals, they would return to their original forms. A group of evil attempted to plot against the Earth with the super power of light crystals. To protect the Earth, the righteous kids Hawley, Kinson and Yolan help the mini cars of the justice side to collect energy coins. Armed with Eagle Car and Dragon Car, the two brothers are ready to fight against the Commander-K leaded evil force. The war",18072,482,['Alpha Animation'],2016
Hunter,5.58,"['Avant Garde', 'Horror', 'Psychological']",1.0,Hunter is looking for Gossip every night. A short ani,18076,482,['add some'],
Rainy Boots,6.67,['Music'],1.0,Official music video for the song ,18075,482,['add some'],
Moove with Askr,5.71,"['Comedy', 'Fantasy', 'Sports', 'Parody']",1.0,An April Fool's video for the mobi,18078,482,['Anima'],
Zero Talking,6.45,"['Girls Love', 'Music']",1.0,Music video for the song Zero,18082,482,['Studio Gohan'],
Hamaneko,5.4,"['Gourmet', 'Slice of Life', 'Anthropomorphic']",1.0,"This visual production is a project of Hachinohe Portal Museum “hacchi”, a cultural facility located in Hachinohe, Aomori Prefecture. 

The animation, set in the coastal area of Hachinohe depicting the landscape and life in Hachinohe, from the eyes of a girl called Hamaneko who came from the planet Nekoryoshka, and Kabu a black tail gull; employing animations created from textiles. 

Food menu that appears in the story are original productions of [Bistrot Pot d’Etain] chef , Yuki Miura, of Hachinohe.

(Source",18094,481,['add some'],
Casablanca,5.69,['Music'],1.0,Music video directed by Kakeru Mizui for the song Casablanca by the Japanese instrumental band Nabowa,18090,480,['add some'],
Don't Cry (Movie),5.92,"['Action', 'Sci-Fi', 'Suspense']",1.0,"In the future, artificial intelligence (AI) rules over mankind. The AI has put limits on the birth rate in order to control the population. However, many continue to give birth ille",18091,481,['add some'],
Dreamland,5.69,"['Avant Garde', 'Music']",1.0,"Short animation from Mirai Mizue. Simple rectilinear figures assemble into surprisingly complex ""cities"" that pulse along to Scarlatti Goes Electro's hyperkinetic score.

(Source: JAPAN CUTS: Fes",18092,480,['Mirai Film'],
A Bedtime Tale,6.43,"['Action', 'Fantasy']",1.0,"The soul which looks up to the giant dragon originates the shadow. The light guides the young archer to finding the courage against the darkness.
... ""We all have a shadow in our hearts.""
The grandma complains that her stories are getting used up",18089,481,['Studio Tumble'],
Noobow: Kieta Medal,5.53,"['Slice of Life', 'Kids']",1.0,No synopsis information has been added to this title. Help improve our database,18088,480,['add some'],
Shiawase no Uta,4.99,"['Historical', 'Music', 'Kids']",1.0,"A music video for the song ""Shiawase no Uta"" by Ikue Sakakibara that was featured on ",18083,481,['add some'],
Be Vague,4.71,['Avant Garde'],1.0,"Is the path I am walking on now part of a dream or reality? This is the first animation film that is largely motionless.
",18085,481,['add some'],
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Movie Honpen Mae Special Eizou,5.99,['Comedy'],1.0,"In the special pre-movie footage released, we see Bullish Katarina, Weak Katarina, Happy Katarina, and Chairman Katarina, who often hold meetings in Katarina's head in the TV series, quickly heading to the movie theater. The girls arrived on time for the screening, grabbed some popcorn, put their cell phones and smartphones on silent mode, and were all set to watch the movie, when a serious Katarina appeared on the screen and said, ""Your seats are over here!!"" Of course, it was revealed that the meeting will continue to take place in Katarina's head in this movie version as well.
",18110,480,['SILVER LINK.'],
Haita,5.86,['Music'],1.0,An original song by Loin featuring the Vocaloid Hatsun,18100,480,['add some'],
Scape Escape,5.83,['Avant Garde'],1.0,"A man returns to his apartment at the end of the day completely disheartened. As he goes to light a cigarette, the flame ",18105,480,['add some'],
